église	Iglesia	church	כנסייה
impossible	imposible	impossible	בלתי אפשרי
partir	salir	leave	לעזוב
mois	mes	month	חודש
sur	en	on	על
plan	plan	plan	תוכנית
possible	posible	possible	אפשרי
revenir	regreso	return	לחזור
enregistrer	salvar	save	להציל
mer	mar	sea	ים
quelque chose	alguna cosa	something	משהו
ensemble	juntos	together	ביחד
femme	mujer	woman	אישה
n'importe quoi	cualquier cosa	anything	כל דבר
armée	Ejército	army	צבא
mal	malo	bad	רע
couverture	cubrir	cover	לכסות
culture	cultura	culture	תרבות
décision	decisión	decision	החלטה
exemple	ejemplo	example	דוגמה
ressentir	sensación	feel	להרגיש
Comment	cómo	how	איך
île	isla	island	אי
membre	miembro	member	חבר
prochain	siguiente	next	הבא
position	posición	position	תפקיד
présent	presente	present (adj)	הווה
record	grabar	record (n)	שיא
dormir	dormir	sleep	שינה
sucré	dulce	sweet	מתוק
essayer	tratar	try	לנסות
en dessous de	debajo	under	מתחת
monde	mundo	world	עולם
après	después	after	אחרי
lit	cama	bed	מיטה
acheter	comprar	buy	לקנות
capture	captura	catch	לתפוס
coin	esquina	corner	פינה
distance	distancia	distance	מרחק
éducation	educación	education	חינוך
vite	rápido	fast	מהיר
ici	aquí	here	כאן
l'intérêt	interesar	interest	עניין
lettre	letra	letter	מכתב
jamais	Nunca	never	לעולם לא
partie	parte	part	חלק
Président	presidente	president	נשיא
rond	redondo	round	סיבוב
nombreuses	varios	several	כמה
du son	sonido	sound	קולות
récit	historia	story	סיפור
parler	hablar	talk	שיחה
la semaine	semana	week	שבוע
presque	casi	almost	כמעט
pain	pan de molde	bread	לחם
contrôle	controlar	control	שליטה
chère	querido	dear	יקר
chaque	cada	every	כל
peu	pocos	few	כמה
or	oro	gold	זהב
chef	jefe	chief	ראשי
inviter	invitación	invite	להזמין
en retard	tarde	late	מאוחר
plus	más	most	רוב
seulement	solamente	only	היחיד
produit	producto	product	מוצר
Publique	público	public	ציבורי
recevoir	recibir	receive	לקבל
Désolé	lo siento	sorry	מצטער
fort	fuerte	strong	חזק
puis	luego	then	אז
aussi	también	too	מדי
façon	camino	way	דרך
à travers	a través de	across	על פני
art	Arte	art	אמנות
apporter	traer	bring	להביא
porter	llevar	carry	לשאת
confirmer	confirmar	confirm	לאשר
mourir	morir	die	למות
est	este	east	מזרח
groupe	grupo	group	קבוצה
espérer	esperanza	hope	תקווה
industrie	industria	industry	תעשייה
Regardez	Mira	look	להסתכל
doit	debe	must	חייב
posséder	propio	own	בעל
personnel	personal	personal	אישי
raison	razón	reason	סיבה
un service	Servicio	service	שירות
doit	deberá	shall	חובה
rester	permanecer	stay	להישאר
leur	su	their	שלהם
épouse	esposa	wife	אישה
un moyen	lejos	away	הרחק
beau	hermoso	beautiful	יפה
se soucier	cuidado	care	לטפל
Coût	costo	cost	עלות
Profond	profundo	deep	עמוק
assez	suficiente	enough	מספיק
bats toi	lucha	fight	קרב
garage	garaje	garage	מוסך
dans	dentro	into	לתוך
garder	mantener	keep	לשמור
manquer	pierda	miss	להחמיץ
autre	otro	other	אחר
joueur	jugador	player	שחקן
plutôt	más bien	rather	עדיף
rester	permanecer	remain	להישאר
côté	lado	side	צד
Sud	sur	south	דרום
vrai	verdadero	TRUE	נכון
utilisation	utilizar	use	להשתמש
qui	quién	who	מי
déjà	ya	already	כבר
devenir	volverse	become	הופך
cause	porque	cause	לגרום
certain	cierto	certain	מסוים
décris	describir	describe	לתאר
sec	seco	dry	יבש
attendre	esperar	expect	לצפות
fait	hecho	fact	עובדה
dur	difícil	hard	קשה
comprendre	incluir	include	לכלול
laisser	dejar	let	לתת
moment	momento	moment	רגע
Puissance	poder	power	כוח
fournir	proporcionar	provide	לספק
rapport	reporte	report	דווח
siège	asiento	seat	מושב
Célibataire	soltero	single	יחיד
système	sistema	system	מערכת
à travers	mediante	through	דרכו
lequel	cual	which	אשר
Pomme	manzana	apple	תפוח
bleu	azul	blue	כחול
l'horloge	reloj	clock	שעון
Couleur	color	colour	צבע
différent	diferente	different	שונה
Terre	tierra	earth	אדמה
film	película	film	סרט
heureux	alegre	glad	שמחה
heure	hora	hour	שעה
juste	sólo	just	רק
l'amour	amor	love	אהבה
nombre	número	number	מספר
crayon	lápiz	pencil	עיפרון
rapide	rápido	quick	מהיר
pluie	lluvia	rain	גשם
Facile	simple	simple	פשוט
été	verano	summer	קיץ
ville	pueblo	town	עיירה
arbre	árbol	tree	עץ
la fenêtre	ventana	window	חלון
adresse	habla a	address	כתובת
bâtiment	edificio	building	בניין
ordinateur	computadora	computer	מחשב
traverser	cruzar	cross	צלב
bureau	escritorio	desk	שולחן כתיבה
oreille	oreja	ear	אוזן
poisson	pez	fish	דג
verre	vaso	glass	זכוכית
la glace	hielo	ice	קרח
clé	llave	key	מפתח
minute	minuto	minute (n)	דקה
Bureau	oficina	office	משרד
parent	padre	parent	הורה
Publier	enviar	post	פוסט
Roche	rock	rock	סלע
chercher	buscar	search	חיפוש
sport	deporte	sport	ספורט
thé	té	tea	תה
vallée	Valle	valley	עמק
marche	caminar	walk	הליכה
aéroport	aeropuerto	airport	שדה תעופה
bébé	bebé	baby	תינוק
carte	tarjeta	card	כרטיס
central	central	central	מרכזי
direction	dirección	direction	כיוון
dollar	dólar	dollar	דולר
fruit	Fruta	fruit	פרי
cadeau	regalo	gift	מתנה
haute	alto	high	גבוהה
maladie	enfermedad	illness	מחלה
Lait	Leche	milk	חלב
ne pas	no	not	לא
pièce	pedazo	piece	חתיכה
protéger	proteger	protect	להגן
course	raza	race	מירוץ
depuis	ya que	since	מאז
lent	lento	slow	איטי
sourire	sonreír	smile	חיוך
billet	boleto	ticket	כרטיס
bien	bien	well	טוב
accident	accidente	accident	תאונה
du sang	sangre	blood	דם
affaires	negocio	business	עסק
pendant	durante	during	במהלך
même	incluso	even	אפילו
sol	suelo	floor	קומה
général	general	general	כללי
choisir	escoger	choose	לבחור
informer	informar	inform	להודיע
peu	pequeño	little	קטן
réunion	reunión	meeting	פגישה
ordre	orden	order	סדר
fête	fiesta	party	מסיבה
rose	rosado	pink	ורוד
réponse	respuesta	reply	להשיב
neige	nieve	snow	שלג
sucre	azúcar	sugar	סוכר
Voyage	viaje	travel	נסיעות
virus	virus	virus	וירוס
regarder	reloj	watch	לצפות
un autre	otro	another	אחר
croyez	creer	believe	להאמין
tous les deux	ambos	both	שניהם
fou	loca	crazy	משוגע
Coupe	taza	cup	כוס
décider	decidir	decide	להחליט
déjà	nunca	ever	אי פעם
champ	campo	field	שדה
cœur	corazón	heart	לב
imaginer	imagina	imagine	לדמיין
ligne	línea	line	קו
Viande	carne	meat	בשר
plus de	encima	over	מעל
tirer	Halar	pull	למשוך
bague	anillo	ring	טבעת
vendre	vender	sell	למכור
similaire	similar	similar	דומה
la vitesse	velocidad	speed	מהירות
que	que	than	מעל
votre	tu	your	שלך
au dessus de	encima	above	מעל
commencer	empezar	begin	להתחיל
siècle	siglo	century	מאה
considérer	considerar	consider	לשקול
dangereux	peligroso	dangerous	מסוכן
foncé	oscuro	dark	אפל
échange	intercambiar	exchange	החלפה
gouvernement	gobierno	government	ממשלה
entendre	oír	hear	לשמוע
sauter	saltar	jump	לקפוץ
Matériel	material	material	חומר
près	cerca	near	ליד
passé	pasado	past	עבר
produire	Produce	produce	לייצר
retirer	eliminar	remove	להסיר
secret	secreto	secret	סודי
chanson	canción	song	שיר
télévision	televisión	television	טלוויזיה
valeur	valor	value	ערך
quand	cuando	when	כאשר
bras	brazo	arm	זרוע
derrière	detrás	behind	מאחורי
Cas	caso	case	מקרה
collecte	recoger	collect	לאסוף
dessiner	dibujar	draw	לצייר
examiner	examinar	examine	לבחון
tomber	otoño	fall	ליפול
grandir	crecer	grow	לגדול
immédiatement	inmediatamente	immediately	מיד
faible	bajo	low	נמוך
esprit	mente	mind	מוח
de	apagado	off	כבוי
passer	pasar	pass	לעבור
radio	radio	radio	רדיו
chaussure	zapato	shoe	נעל
station	estación	station	תחנה
sûr	Por supuesto	sure	בטוח
tester	prueba	test	לבדוק
habituel	usual	usual	רגיל
tandis que	mientras	while	זמן מה
depuis	hace	ago	לפני
le long de	a lo largo	along	לאורך
ours	oso	bear	דוב
état	condición	condition	מצב
direct	directo	direct	ישיר
bord	borde	edge	קצה
bien	multa	fine	עדין
moitié	medio	half	חצי
poulet	pollo	chicken	עוף
augmenter	incrementar	increase	להגדיל
magazine	revista	magazine	מגזין
la nature	naturaleza	nature	טבע
assiette	plato	plate	צלחת
pauvres	pobre	poor	עני
le respect	el respeto	respect	כבוד
tranchant	agudo	sharp	חד
parfois	a veces	sometimes	לפעמים
encore	todavía	still	עדיין
grand	alto	tall	גבוה
aurait	haría	would	יהיה
ajouter	añadir	add	מוסיף
parmi	entre	among	בין
construit	construido	built	בנוי
commun	común	common	נפוץ
dépendre	depender	depend	תלוי
de bonne heure	temprano	early	מוקדם
mouche	volar	fly	לעוף
se produire	ocurrir	happen	לקרות
vérifier	cheque	check	לבדוק
présenter	introducir	introduce	להציג
Moins	Menos	less	פחות
marque	marca	mark	סימן
patient	paciente	patient	סבלני
peut-être	quizás	perhaps	אולי
augmenter	subir	rise	לעלות
sens	sentido	sense	תחושה
court	corto	short	קצר
Etat	estado	state	מצב
tour	giro	turn	להפוך
volonté	será	will	יהיה
acte	Actuar	act	לפעול
apparaître	Aparecer	appear	להופיע
Pause	romper	break	לשבור
cours	curso	course	קורס
tribunal	Corte	court	בית משפט
discuter	discutir	discuss	לדון
effet	efecto	effect	אפקט
forme	formar	form	צורה
tenir	sostener	hold	להחזיק
insecte	insecto	insect	חרק
signifier	media	mean	מתכוון
une fois que	una vez	once	פעם אחת
objectif	propósito	purpose	מטרה
vraiment	De Verdad	really	באמת
balade	paseo	ride	לרכב
situation	situación	situation	מצב
Succès	éxito	success	הצלחה
bien que	aunque	though	למרות
sur	sobre	upon	על
guerre	guerra	war	מלחמה
après midi	tarde	afternoon	אחר צהריים
occupé	ocupado	busy	עסוק
café	café	coffee	קפה
détail	detalle	detail	פרט
surtout	especialmente	especially	במיוחד
terminer	terminar	finish	לסיים
sol	suelo	ground	קרקע
vacances	fiesta	holiday	חג
choix	elección	choice	בחירה
cuisine	cocina	kitchen	מטבח
leçon	lección	lesson	שיעור
la musique	música	music	מוזיקה
Orange	naranja	orange	כתום
parfait	Perfecto	perfect (adj)	מושלם
demande	solicitud	request	בקשה
saison	temporada	season	עונה
malade	enfermo	sick	חולה
demain	mañana	tomorrow	מחר
Bienvenue	bienvenidos	welcome	ברוכים הבאים
hier	ayer	yesterday	אתמול
se mettre d'accord	de acuerdo	agree	מסכים
pont	puente	bridge	גשר
gâteau	pastel	cake	עוגה
client	cliente	customer	לקוח
Date	fecha	date	תאריך
entrer	entrar	enter	הזן
avenir	futuro	future	עתיד
gentilhomme	Caballero	gentleman	ג'נטלמן
cheveux	pelo	hair	שיער
image	imagen	image	תמונה
Langue	idioma	language	שפה
marché	mercado	market	שוק
avion	avión	plane	מטוס
privé	privado	private	פרטי
restaurant	restaurante	restaurant	מסעדה
Taille	Talla	size	גודל
ciel	cielo	sky	שמיים
intelligent	inteligente	smart	חכם
remercier	gracias	thank	תודה
la météo	clima	weather	מזג אוויר
acteur	actor	actor	שחקן
bouteille	botella	bottle	בקבוק
tissu	paño	cloth	בד
manteau	Saco	coat	מעיל
détruire	destruir	destroy	להרוס
partout	En todas partes	everywhere	בכל מקום
doigt	dedo	finger	אצבע
guider	guía	guide	מדריך
améliorer	mejorar	improve	לשפר
couteau	cuchillo	knife	סכין
grand	grande	large	גדול
erreur	Error	mistake	טעות
océan	Oceano	ocean	אוקיינוס
plante	planta	plant	צמח
répéter	repetir	repeat	חזור
sel	sal	salt	מלח
spécial	especial	special	מיוחד
enseigner	enseñar	teach	ללמד
oncle	tío	uncle	דוד
l'hiver	invierno	winter	חורף
fâché	enojado	angry	כועס
article	artículo	article	מאמר
construire	construir	build	לבנות
sale	sucio	dirty	מלוכלך
sauf	excepto	except	למעט
célèbre	famoso	famous	מפורסם
gaz	gas	gas	גז
Hôtel	hotel	hotel	מלון
pas cher	barato	cheap	זול
entretien	entrevista	interview	ראיון
lune	Luna	moon	ירח
agréable	bonito	nice	נחמד
préparer	preparar	prepare	להכין
prison	prisión	prison	כלא
riz	arroz	rice	אורז
sembler	parecer	seem	נראה
jupe	falda	skirt	חצאית
étrange	extraño	strange	מוזר
train	tren	train	רכבת
chaud	calentar	warm	חם
Compte	cuenta	account	חשבון
oiseau	pájaro	bird	ציפור
nuage	nube	cloud	ענן
confortable	cómodo	comfortable	נוח
dommage	dañar	damage	נזק
poussière	polvo	dust	אבק
exercice	ejercicio	exercise	תרגיל
favori	favorito	favourite	אהוב
hôpital	hospital	hospital	בית חולים
blague	broma	joke	בדיחה
message	mensaje	message	הודעה
nuit	noche	night	לילה
peindre	pintar	paint	צבע
plaisir	Placer	pleasure	הנאה
relation	relación	relationship	קשר
science	Ciencias	science	מדע
sérieux	grave	serious	רציני
dépenser	gastar	spend	להוציא
fatigué	cansado	tired	עייף
faux	incorrecto	wrong	לא נכון
montant	cantidad	amount	סכום
banque	banco	bank	בנק
marron	marrón	brown	חום
foule	multitud	crowd	קהל
traiter	acuerdo	deal	עסקה
moteur	motor	engine	מנוע
suivre	seguir	follow	לעקוב
Chocolat	chocolate	chocolate	שוקולד
individuel	individual	individual	פרט
la gauche	izquierda	left	שמאל
repas	comida	meal	ארוחה
pétrole	petróleo	oil	שמן
douleur	dolor	pain	כאב
Probablement	probablemente	probably	כנראה
remplacer	reemplazar	replace	להחליף
société	sociedad	society	חברה
carré	cuadrado	square	ריבוע
étape	paso	step	צעד
Température	temperatura	temperature	טמפרטורה
Université	Universidad	university	אוניברסיטה
J'accepte	aceptar	accept	לקבל
avance	avanzar	advance	מקדמה
sac	bolso	bag	תיק
capitaine	capitán	captain	קפטן
centre	centrar	centre	מרכז
demande	demanda	demand	ביקוש
ennemi	enemigo	enemy	אויב
usine	fábrica	factory	מפעל
affamé	hambriento	hungry	רעב
illégal	ilegal	illegal	לא חוקי
loi	ley	law	חוק
nez	nariz	nose	אף
essence	gasolina	petrol	בנזין
fier	orgulloso	proud	גאה
responsable	responsable	responsible	אחראי
boutique	Tienda	store	חנות
réussi	exitoso	successful	מצליח
nager	nadar	swim	לשחות
Haut	parte superior	top	טופ
gagner	ganar	win	לנצח
disponible	disponible	available	זמין
bateau	bote	boat	סירה
emprunter	pedir prestado	borrow	ללוות
côte	costa	coast	חוף
crème	crema	cream	קרם
conception	diseño	design	עיצוב
expression	expresión	expression	ביטוי
ferme	granja	farm	חווה
l'histoire	historia	history	היסטוריה
blesser	lesionar	injure	לפגוע
carte	mapa	map	מפה
obtenir	obtener	obtain	להשיג
paisible	pacífico	peaceful	שלווה
entraine toi	práctica	practise	לתרגל
récemment	recientemente	recently	לאחרונה
forme	forma	shape	צורה
argent	plata	silver	כסף
fumée	fumar	smoke	עשן
toucher	toque	touch	לגעת
laver	lavar	wash	לשטוף
avantage	ventaja	advantage	יתרון
attaque	ataque	attack	התקפה
beurre	mantequilla	butter	חמאה
club	club	club	מועדון
Université	Universidad	college	מכללה
diplôme	la licenciatura	degree	תואר
échapper	escapar	escape	בריחה
porte	portón	gate	שער
indépendant	independiente	independent	עצמאי
Ecoutez	escucha	listen	להקשיב
marier	casar	marry	להתחתן
objet	objeto	object	אובייקט
chemin	camino	path	נתיב
silencieux	tranquilo	quiet	שקט
refuser	negar	refuse	לסרב
matière	tema	subject (n)	נושא
la fourniture	suministro	supply	אספקה
goût	gusto	taste	טעם
d'habitude	generalmente	usually	בדרך כלל
légume	vegetal	vegetable	ירקות
organiser	organizar	arrange	לסדר
au dessous de	abajo	below	למטה
cigarette	cigarrillo	cigarette	סיגריה
chalet	cabaña	cottage	קוטג'
département	Departamento	department	מחלקה
gagner	ganar	earn	להרוויח
de face	frente	front	חזית
doux	amable	gentle	עדין
chapeau	sombrero	hat	כובע
instrument	instrumento	instrument	מכשיר
machine	máquina	machine	מכונה
journal	periódico	newspaper	עיתון
parcelle	paquete o empaquetar	parcel	חבילה
religion	religión	religion	דת
réparation	reparar	repair	תיקון
servir	servir	serve	לשרת
épaule	hombro	shoulder	כתף
voyage	viaje	trip	טיול
village	pueblo	village	כפר
mur	pared	wall	קיר
arrivée	llegar	arrive	להגיע
née	nacido	born	נולד
vêtements	ropa	clothes	בגדים
correct	correcto	correct	לתקן
double	doble	double	כפול
Anglais	Inglés	English	אנגלית
oublier	olvidar	forget	לשכוח
objectif	objetivo	goal	מטרה
haine	odio	hate	לשנוא
tuer	matar	kill	להרוג
dernier	último	last	אחרון
principale	principal	main	עיקרי
paire	par	pair	זוג
promettre	promesa	promise	להבטיח
ordinaire	regular	regular	רגיל
quelque part	algun lado	somewhere	איפשהו
espace	espacio	space	מרחב
celles-ci	estas	these	אלה
utile	útil	useful	שימושי
sans pour autant	sin	without	בלי
animal	animal	animal	חיה
Bière	cerveza	beer	בירה
calme	calma	calm	רגוע
copie	Copiar	copy	להעתיק
plat	plato	dish	צלחת
Express	Rápido	express	להביע
étranger	exterior	foreign	זר
devine	adivinar	guess	לנחש
mari	marido	husband	בעל
mensonge	mentira	lie	לשקר
mien	mía	mine	שלי
opinion	opinión	opinion	דעה
passager	pasajero	passenger	נוסע
presse	prensa	press	לחץ
règle	regla	rule	כלל
signe	firmar	sign	לחתום
soutien	apoyo	support	לתמוך
ceux	aquellos	those	אלה
magnifique	maravilloso	wonderful	נפלא
an	año	year	שנה
peur	temeroso	afraid	מפחד
planche	tablero	board	לוח
cercle	circulo	circle	מעגל
compter	contar	count	לספור
mort	muerte	death	מוות
découvrir	descubrir	discover	לגלות
drôle	gracioso	funny	מצחיק
client	invitado	guest	אורח
cheval	caballo	horse	סוס
Lac	lago	lake	אגם
moderne	moderno	modern	מודרני
nécessaire	necesario	necessary	הכרחי
beaucoup	mucho	plenty	שפע
profit	lucro	profit	רווח
réduire	reducir	reduce	להפחית
partager	compartir	share	לשתף
voler	robar	steal	לגנוב
confiance	confiar	trust	אמון
souhait	deseo	wish	לאחל
Jeune	joven	young	צעיר
admirer	admirar	admire	להעריץ
Autoriser	permitir	allow	לאפשר
bataille	batalla	battle	קרב
montée	escalada	climb	לטפס
Achevée	completar	complete	להשלים
diviser	dividir	divide	לחלק
effort	esfuerzo	effort	מאמץ
Frais	Fresco	fresh	טרי
trou	agujero	hole	חור
En effet	en efecto	indeed	אכן
mariage	matrimonio	marriage	נישואין
à l'extérieur	fuera de	outside	בחוץ
agréable	agradable	pleasant	נעים
point	punto	point	נקודה
récent	reciente	recent	לאחרונה
secrétaire	secretario	secretary	מזכירה
chanter	canta	sing	לשיר
doux	suave	soft	רך
troisième	tercero	third	שלישי
divers	varios	various	שונים
aventure	aventuras	adventure	הרפתקה
bien que	a pesar de que	although	למרות ש
bas	fondo	bottom	תחתית
pièce de monnaie	moneda	coin	מטבע
confort	comodidad	comfort	נוחות
laissez tomber	soltar	drop	ירידה
égal	igual	equal	שווה
pistolet	pistola	gun	אקדח
intelligent	inteligente	intelligent	אינטליגנטי
joindre	unirse	join	להצטרף
rire	risa	laugh	לצחוק
milieu	medio	middle	אמצעי
effectuer	realizar	perform	לבצע
plaine	llanura	plain	רגיל
rangée	fila	row	שורה
soldat	soldado	soldier	חייל
surface	superficie	surface	משטח
épais	grueso	thick	עבה
jusqu'à	hasta	until	עד
sauvage	salvaje	wild	פרוע
tentative	intento	attempt	ניסיון
facture	cuenta	bill	חשבון
respirer	respirar	breathe	לנשום
cuisinier	cocinar	cook	לבשל
défendre	defender	defend	להגן
graisse	grasa	fat	שמן
gris	gris	grey	אפור
chaud	caliente	hot	חם
personnage	personaje	character	אופי
importer	importar	import	לייבא
perdre	perder	lose	להפסיד
Montagne	montaña	mountain	הר
opération	operación	operation	מבצע
prix	premio	prize	פרס
risque	riesgo	risk	סיכון
sûr	seguro	safe	בטוח
soudainement	repentinamente	suddenly	פתאום
costume	traje	suit	חליפה
type	tipo	type	סוג
bois	madera	wood	עץ
surface	zona	area	אזור
endormi	dormido	asleep	ישן
une baignoire	bañera	bath	אמבטיה
négligent	descuidado	careless	רשלני
retard	retrasar	delay	עיכוב
un événement	evento	event	אירוע
pied	pie	foot	רגל
cacher	esconder	hide	להסתיר
